reg;cl_age90;Dc_Elec_Covid_cum;jour
04;19;0;2020-05-03
04;19;0;2020-05-04
04;19;0;2020-05-05
04;19;0;2020-05-06
04;19;0;2020-05-07
04;19;0;2020-05-08
04;19;0;2020-05-09
04;19;0;2020-05-10
04;19;0;2020-05-11
04;19;0;2020-05-12
04;19;0;2020-05-13
04;19;0;2020-05-14
04;19;0;2020-05-15
04;19;0;2020-05-16
04;19;0;2020-05-17
04;29;0;2020-03-06
04;29;0;2020-03-07
04;29;0;2020-03-08
04;29;0;2020-03-09
04;29;0;2020-03-10
04;29;0;2020-03-11
04;29;0;2020-03-12
04;29;0;2020-03-13
04;29;0;2020-03-14
04;29;0;2020-03-15
04;29;0;2020-03-16
04;29;0;2020-03-17
04;29;0;2020-03-18
04;29;0;2020-03-19
04;29;0;2020-03-20
04;29;0;2020-03-21
04;29;0;2020-03-22
04;29;0;2020-03-23
04;29;0;2020-03-24
04;29;0;2020-03-25
04;29;0;2020-03-26
04;29;0;2020-03-27
04;29;0;2020-03-28
04;29;0;2020-03-29
04;29;0;2020-03-30
04;29;0;2020-03-31
04;29;0;2020-04-01
04;29;0;2020-04-02
04;29;0;2020-04-03
04;29;0;2020-04-04
04;29;0;2020-04-05
04;29;0;2020-04-06
04;29;0;2020-04-07
04;29;0;2020-04-08
04;29;0;2020-04-09
04;29;0;2020-04-10
04;29;0;2020-04-11
04;29;0;2020-04-12
04;29;0;2020-04-13
04;29;0;2020-04-14
04;29;0;2020-04-15
04;29;0;2020-04-16
04;29;0;2020-04-17
04;29;0;2020-04-18
04;29;0;2020-04-19
04;29;0;2020-04-20
04;29;0;2020-04-21
04;29;0;2020-04-22
04;29;0;2020-04-23
04;29;0;2020-04-24
04;29;0;2020-04-25
04;29;0;2020-04-26
04;29;0;2020-04-27
04;29;0;2020-04-28
04;29;0;2020-04-29
04;29;0;2020-04-30
04;29;0;2020-05-01
04;29;0;2020-05-02
04;29;0;2020-05-03
04;29;0;2020-05-04
04;29;0;2020-05-05
04;29;0;2020-05-06
04;29;0;2020-05-07
04;29;0;2020-05-08
04;29;0;2020-05-09
04;29;0;2020-05-10
04;29;0;2020-05-11
04;29;0;2020-05-12
04;29;0;2020-05-13
04;29;0;2020-05-14
04;29;0;2020-05-15
04;29;0;2020-05-16
04;29;0;2020-05-17
04;39;0;2020-03-06
04;39;0;2020-03-07
04;39;0;2020-03-08
04;39;0;2020-03-09
04;39;0;2020-03-10
04;39;0;2020-03-11
04;39;0;2020-03-12
04;39;0;2020-03-13
04;39;0;2020-03-14
04;39;0;2020-03-15
04;39;0;2020-03-16
04;39;0;2020-03-17
04;39;0;2020-03-18
04;39;0;2020-03-19
04;39;0;2020-03-20
04;39;0;2020-03-21
04;39;0;2020-03-22
04;39;0;2020-03-23
04;39;0;2020-03-24
04;39;0;2020-03-25
04;39;0;2020-03-26
04;39;0;2020-03-27
04;39;0;2020-03-28
04;39;0;2020-03-29
04;39;0;2020-03-30
04;39;0;2020-03-31
04;39;0;2020-04-01
04;39;0;2020-04-02
04;39;0;2020-04-03
04;39;0;2020-04-04
04;39;0;2020-04-05
04;39;0;2020-04-06
04;39;0;2020-04-07
04;39;0;2020-04-08
04;39;0;2020-04-09
04;39;0;2020-04-10
04;39;0;2020-04-11
04;39;0;2020-04-12
04;39;0;2020-04-13
04;39;0;2020-04-14
04;39;0;2020-04-15
04;39;0;2020-04-16
04;39;0;2020-04-17
04;39;0;2020-04-18
04;39;0;2020-04-19
04;39;0;2020-04-20
04;39;0;2020-04-21
04;39;0;2020-04-22
04;39;0;2020-04-23
04;39;0;2020-04-24
04;39;0;2020-04-25
04;39;0;2020-04-26
04;39;0;2020-04-27
04;39;0;2020-04-28
04;39;0;2020-04-29
04;39;0;2020-04-30
04;39;0;2020-05-01
04;39;0;2020-05-02
04;39;0;2020-05-03
04;39;0;2020-05-04
04;39;0;2020-05-05
04;39;0;2020-05-06
04;39;0;2020-05-07
04;39;0;2020-05-08
04;39;0;2020-05-09
04;39;0;2020-05-10
04;39;0;2020-05-11
04;39;0;2020-05-12
04;39;0;2020-05-13
04;39;0;2020-05-14
04;39;0;2020-05-15
04;39;0;2020-05-16
04;39;0;2020-05-17
04;49;0;2020-03-06
04;49;0;2020-03-07
04;49;0;2020-03-08
04;49;0;2020-03-09
04;49;0;2020-03-10
04;49;0;2020-03-11
04;49;0;2020-03-12
04;49;0;2020-03-13
04;49;0;2020-03-14
04;49;0;2020-03-15
04;49;0;2020-03-16
04;49;0;2020-03-17
04;49;0;2020-03-18
04;49;0;2020-03-19
04;49;0;2020-03-20
04;49;0;2020-03-21
04;49;0;2020-03-22
04;49;0;2020-03-23
04;49;0;2020-03-24
04;49;0;2020-03-25
04;49;0;2020-03-26
04;49;0;2020-03-27
04;49;0;2020-03-28
04;49;0;2020-03-29
04;49;0;2020-03-30
04;49;0;2020-03-31
04;49;0;2020-04-01
04;49;0;2020-04-02
04;49;0;2020-04-03
04;49;0;2020-04-04
04;49;0;2020-04-05
04;49;0;2020-04-06
04;49;0;2020-04-07
04;49;0;2020-04-08
04;49;0;2020-04-09
04;49;0;2020-04-10
04;49;0;2020-04-11
04;49;0;2020-04-12
04;49;0;2020-04-13
04;49;0;2020-04-14
04;49;0;2020-04-15
04;49;0;2020-04-16
04;49;0;2020-04-17
04;49;0;2020-04-18
04;49;0;2020-04-19
04;49;0;2020-04-20
04;49;0;2020-04-21
04;49;0;2020-04-22
04;49;0;2020-04-23
04;49;0;2020-04-24
04;49;0;2020-04-25
04;49;0;2020-04-26
04;49;0;2020-04-27
04;49;0;2020-04-28
04;49;0;2020-04-29
04;49;0;2020-04-30
04;49;0;2020-05-01
04;49;0;2020-05-02
04;49;1;2020-05-03
04;49;1;2020-05-04
04;49;1;2020-05-05
04;49;1;2020-05-06
04;49;1;2020-05-07
04;49;1;2020-05-08
04;49;1;2020-05-09
04;49;1;2020-05-10
04;49;1;2020-05-11
04;49;1;2020-05-12
04;49;1;2020-05-13
04;49;1;2020-05-14
04;49;1;2020-05-15
04;49;1;2020-05-16
04;49;1;2020-05-17
04;59;0;2020-03-06
04;59;0;2020-03-07
04;59;0;2020-03-08
04;59;0;2020-03-09
04;59;0;2020-03-10
04;59;0;2020-03-11
04;59;0;2020-03-12
04;59;0;2020-03-13
04;59;0;2020-03-14
04;59;0;2020-03-15
04;59;0;2020-03-16
04;59;0;2020-03-17
04;59;0;2020-03-18
04;59;0;2020-03-19
04;59;0;2020-03-20
04;59;0;2020-03-21
04;59;0;2020-03-22
04;59;0;2020-03-23
04;59;0;2020-03-24
04;59;0;2020-03-25
04;59;0;2020-03-26
04;59;0;2020-03-27
04;59;0;2020-03-28
04;59;0;2020-03-29
04;59;0;2020-03-30
04;59;0;2020-03-31
04;59;0;2020-04-01
04;59;0;2020-04-02
04;59;0;2020-04-03
04;59;0;2020-04-04
04;59;0;2020-04-05
04;59;0;2020-04-06
04;59;0;2020-04-07
04;59;0;2020-04-08
04;59;0;2020-04-09
04;59;0;2020-04-10
04;59;0;2020-04-11
04;59;0;2020-04-12
04;59;0;2020-04-13
04;59;0;2020-04-14
04;59;0;2020-04-15
04;59;0;2020-04-16
04;59;0;2020-04-17
04;59;0;2020-04-18
04;59;0;2020-04-19
04;59;0;2020-04-20
04;59;0;2020-04-21
04;59;0;2020-04-22
04;59;0;2020-04-23
04;59;0;2020-04-24
04;59;0;2020-04-25
04;59;0;2020-04-26
04;59;0;2020-04-27
04;59;0;2020-04-28
04;59;0;2020-04-29
04;59;0;2020-04-30
04;59;0;2020-05-01
04;59;0;2020-05-02
04;59;0;2020-05-03
04;59;0;2020-05-04
04;59;0;2020-05-05
04;59;0;2020-05-06
04;59;0;2020-05-07
04;59;0;2020-05-08
04;59;0;2020-05-09
04;59;0;2020-05-10
04;59;0;2020-05-11
04;59;0;2020-05-12
04;59;0;2020-05-13
04;59;0;2020-05-14
04;59;0;2020-05-15
04;59;0;2020-05-16
04;59;0;2020-05-17
04;69;0;2020-03-06
04;69;0;2020-03-07
04;69;0;2020-03-08
04;69;0;2020-03-09
04;69;0;2020-03-10
04;69;0;2020-03-11
04;69;0;2020-03-12
04;69;0;2020-03-13
04;69;0;2020-03-14
04;69;0;2020-03-15
04;69;0;2020-03-16
04;69;0;2020-03-17
04;69;0;2020-03-18
04;69;0;2020-03-19
04;69;0;2020-03-20
04;69;0;2020-03-21
04;69;0;2020-03-22
04;69;0;2020-03-23
04;69;0;2020-03-24
04;69;0;2020-03-25
04;69;0;2020-03-26
04;69;0;2020-03-27
04;69;0;2020-03-28
04;69;0;2020-03-29
04;69;0;2020-03-30
04;69;0;2020-03-31
04;69;0;2020-04-01
04;69;0;2020-04-02
04;69;0;2020-04-03
04;69;0;2020-04-04
04;69;0;2020-04-05
04;69;0;2020-04-06
04;69;0;2020-04-07
04;69;0;2020-04-08
04;69;0;2020-04-09
04;69;0;2020-04-10
04;69;0;2020-04-11
04;69;0;2020-04-12
04;69;0;2020-04-13
04;69;0;2020-04-14
04;69;0;2020-04-15
04;69;0;2020-04-16
04;69;0;2020-04-17
04;69;0;2020-04-18
04;69;0;2020-04-19
04;69;0;2020-04-20
04;69;0;2020-04-21
04;69;0;2020-04-22
04;69;0;2020-04-23
04;69;0;2020-04-24
04;69;0;2020-04-25
04;69;0;2020-04-26
04;69;0;2020-04-27
04;69;0;2020-04-28
04;69;0;2020-04-29
04;69;0;2020-04-30
04;69;0;2020-05-01
04;69;0;2020-05-02
04;69;0;2020-05-03
04;69;0;2020-05-04
04;69;0;2020-05-05
04;69;0;2020-05-06
04;69;0;2020-05-07
04;69;0;2020-05-08
04;69;0;2020-05-09
04;69;0;2020-05-10
04;69;0;2020-05-11
04;69;0;2020-05-12
04;69;0;2020-05-13
04;69;0;2020-05-14
04;69;0;2020-05-15
04;69;0;2020-05-16
04;69;0;2020-05-17
04;79;0;2020-03-06
04;79;0;2020-03-07
04;79;0;2020-03-08
04;79;0;2020-03-09
04;79;0;2020-03-10
04;79;0;2020-03-11
04;79;0;2020-03-12
04;79;0;2020-03-13
04;79;0;2020-03-14
04;79;0;2020-03-15
04;79;0;2020-03-16
04;79;0;2020-03-17
04;79;0;2020-03-18
04;79;0;2020-03-19
04;79;0;2020-03-20
04;79;0;2020-03-21
04;79;0;2020-03-22
04;79;0;2020-03-23
04;79;0;2020-03-24
04;79;0;2020-03-25
04;79;0;2020-03-26
04;79;0;2020-03-27
04;79;0;2020-03-28
04;79;0;2020-03-29
04;79;0;2020-03-30
04;79;0;2020-03-31
04;79;0;2020-04-01
04;79;0;2020-04-02
04;79;0;2020-04-03
04;79;0;2020-04-04
04;79;0;2020-04-05
04;79;0;2020-04-06
04;79;0;2020-04-07
04;79;0;2020-04-08
04;79;0;2020-04-09
04;79;0;2020-04-10
04;79;0;2020-04-11
04;79;0;2020-04-12
04;79;0;2020-04-13
04;79;0;2020-04-14
04;79;0;2020-04-15
04;79;0;2020-04-16
04;79;0;2020-04-17
04;79;0;2020-04-18
04;79;0;2020-04-19
04;79;0;2020-04-20
04;79;0;2020-04-21
04;79;0;2020-04-22
04;79;0;2020-04-23
04;79;0;2020-04-24
04;79;0;2020-04-25
04;79;0;2020-04-26
04;79;0;2020-04-27
04;79;0;2020-04-28
04;79;0;2020-04-29
04;79;0;2020-04-30
04;79;0;2020-05-01
04;79;0;2020-05-02
04;79;0;2020-05-03
04;79;0;2020-05-04
04;79;0;2020-05-05
04;79;0;2020-05-06
04;79;0;2020-05-07
04;79;0;2020-05-08
04;79;0;2020-05-09
04;79;0;2020-05-10
04;79;0;2020-05-11
04;79;0;2020-05-12
04;79;0;2020-05-13
04;79;0;2020-05-14
04;79;0;2020-05-15
04;79;0;2020-05-16
04;79;0;2020-05-17
04;89;0;2020-03-06
04;89;0;2020-03-07
04;89;0;2020-03-08
04;89;0;2020-03-09
04;89;0;2020-03-10
04;89;0;2020-03-11
04;89;0;2020-03-12
04;89;0;2020-03-13
04;89;0;2020-03-14
04;89;0;2020-03-15
04;89;0;2020-03-16
04;89;0;2020-03-17
04;89;0;2020-03-18
04;89;0;2020-03-19
04;89;0;2020-03-20
04;89;0;2020-03-21
04;89;1;2020-03-22
04;89;1;2020-03-23
04;89;1;2020-03-24
04;89;1;2020-03-25
04;89;1;2020-03-26
04;89;1;2020-03-27
04;89;1;2020-03-28
04;89;1;2020-03-29
04;89;1;2020-03-30
04;89;1;2020-03-31
04;89;1;2020-04-01
04;89;1;2020-04-02
04;89;1;2020-04-03
04;89;1;2020-04-04
04;89;1;2020-04-05
04;89;1;2020-04-06
04;89;1;2020-04-07
04;89;1;2020-04-08
04;89;1;2020-04-09
04;89;1;2020-04-10
04;89;1;2020-04-11
04;89;1;2020-04-12
04;89;1;2020-04-13
04;89;1;2020-04-14
04;89;1;2020-04-15
04;89;1;2020-04-16
04;89;1;2020-04-17
04;89;1;2020-04-18
04;89;1;2020-04-19
04;89;1;2020-04-20
04;89;1;2020-04-21
04;89;1;2020-04-22
04;89;1;2020-04-23
04;89;1;2020-04-24
04;89;1;2020-04-25
04;89;1;2020-04-26
04;89;1;2020-04-27
04;89;1;2020-04-28
04;89;1;2020-04-29
04;89;1;2020-04-30
04;89;1;2020-05-01
04;89;1;2020-05-02
04;89;1;2020-05-03
04;89;1;2020-05-04
04;89;1;2020-05-05
04;89;1;2020-05-06
04;89;1;2020-05-07
04;89;1;2020-05-08
04;89;1;2020-05-09
04;89;1;2020-05-10
04;89;1;2020-05-11
04;89;1;2020-05-12
04;89;1;2020-05-13
04;89;1;2020-05-14
04;89;1;2020-05-15
04;89;1;2020-05-16
04;89;1;2020-05-17
04;90;0;2020-03-06
04;90;0;2020-03-07
04;90;0;2020-03-08
04;90;0;2020-03-09
04;90;0;2020-03-10
04;90;0;2020-03-11
04;90;0;2020-03-12
04;90;0;2020-03-13
04;90;0;2020-03-14
04;90;0;2020-03-15
04;90;0;2020-03-16
04;90;0;2020-03-17
04;90;0;2020-03-18
04;90;0;2020-03-19
04;90;0;2020-03-20
04;90;0;2020-03-21
04;90;0;2020-03-22
04;90;0;2020-03-23
04;90;0;2020-03-24
04;90;0;2020-03-25
04;90;0;2020-03-26
04;90;0;2020-03-27
04;90;0;2020-03-28
04;90;0;2020-03-29
04;90;0;2020-03-30
04;90;0;2020-03-31
04;90;0;2020-04-01
04;90;0;2020-04-02
04;90;0;2020-04-03
04;90;0;2020-04-04
04;90;0;2020-04-05
04;90;0;2020-04-06
04;90;0;2020-04-07
04;90;0;2020-04-08
04;90;0;2020-04-09
04;90;0;2020-04-10
04;90;0;2020-04-11
04;90;0;2020-04-12
04;90;0;2020-04-13
04;90;0;2020-04-14
04;90;0;2020-04-15
04;90;0;2020-04-16
04;90;0;2020-04-17
04;90;0;2020-04-18
04;90;0;2020-04-19
04;90;0;2020-04-20
04;90;0;2020-04-21
04;90;0;2020-04-22
04;90;0;2020-04-23
04;90;0;2020-04-24
04;90;0;2020-04-25
04;90;0;2020-04-26
04;90;0;2020-04-27
04;90;0;2020-04-28
04;90;0;2020-04-29
04;90;0;2020-04-30
04;90;0;2020-05-01
04;90;0;2020-05-02
04;90;0;2020-05-03
04;90;0;2020-05-04
04;90;0;2020-05-05
04;90;0;2020-05-06
04;90;0;2020-05-07
04;90;0;2020-05-08
04;90;0;2020-05-09
04;90;0;2020-05-10
04;90;0;2020-05-11
04;90;0;2020-05-12
04;90;0;2020-05-13
04;90;0;2020-05-14
04;90;0;2020-05-15
04;90;0;2020-05-16
04;90;0;2020-05-17
06;0;0;2020-03-06
06;0;0;2020-03-07
06;0;0;2020-03-08
06;0;0;2020-03-09
06;0;0;2020-03-10
06;0;0;2020-03-11
06;0;0;2020-03-12
06;0;0;2020-03-13
06;0;0;2020-03-14
06;0;0;2020-03-15
06;0;0;2020-03-16
06;0;0;2020-03-17
06;0;0;2020-03-18
06;0;0;2020-03-19
06;0;0;2020-03-20
06;0;0;2020-03-21
06;0;0;2020-03-22
06;0;0;2020-03-23
06;0;0;2020-03-24
06;0;0;2020-03-25
06;0;0;2020-03-26
06;0;0;2020-03-27
06;0;0;2020-03-28
06;0;0;2020-03-29
06;0;1;2020-03-30
06;0;1;2020-03-31
06;0;1;2020-04-01
06;0;1;2020-04-02
06;0;1;2020-04-03
06;0;1;2020-04-04
06;0;1;2020-04-05
06;0;2;2020-04-06
06;0;2;2020-04-07
06;0;2;2020-04-08
06;0;2;2020-04-09
06;0;2;2020-04-10
06;0;2;2020-04-11
06;0;2;2020-04-12
06;0;2;2020-04-13
06;0;2;2020-04-14
06;0;2;2020-04-15
06;0;3;2020-04-16
06;0;3;2020-04-17
06;0;3;2020-04-18
06;0;3;2020-04-19
06;0;3;2020-04-20
06;0;3;2020-04-21
06;0;3;2020-04-22
06;0;3;2020-04-23
06;0;3;2020-04-24
06;0;3;2020-04-25
06;0;3;2020-04-26
06;0;3;2020-04-27
06;0;3;2020-04-28
06;0;3;2020-04-29
06;0;3;2020-04-30
06;0;3;2020-05-01
06;0;3;2020-05-02
06;0;4;2020-05-03
06;0;5;2020-05-04
06;0;5;2020-05-05
06;0;5;2020-05-06
06;0;5;2020-05-07
06;0;5;2020-05-08
06;0;5;2020-05-09
06;0;5;2020-05-10
06;0;6;2020-05-11
06;0;6;2020-05-12
06;0;6;2020-05-13
06;0;6;2020-05-14
06;0;6;2020-05-15
06;0;6;2020-05-16
06;0;6;2020-05-17
06;09;0;2020-03-06
06;09;0;2020-03-07
06;09;0;2020-03-08
06;09;0;2020-03-09
06;09;0;2020-03-10
06;09;0;2020-03-11
06;09;0;2020-03-12
06;09;0;2020-03-13
06;09;0;2020-03-14
06;09;0;2020-03-15
06;09;0;2020-03-16
06;09;0;2020-03-17
06;09;0;2020-03-18
06;09;0;2020-03-19
06;09;0;2020-03-20
06;09;0;2020-03-21
06;09;0;2020-03-22
06;09;0;2020-03-23
06;09;0;2020-03-24
06;09;0;2020-03-25
06;09;0;2020-03-26
06;09;0;2020-03-27
06;09;0;2020-03-28
06;09;0;2020-03-29
06;09;0;2020-03-30
06;09;0;2020-03-31
06;09;0;2020-04-01
06;09;0;2020-04-02
06;09;0;2020-04-03
06;09;0;2020-04-04
06;09;0;2020-04-05
06;09;0;2020-04-06
06;09;0;2020-04-07
06;09;0;2020-04-08
06;09;0;2020-04-09
06;09;0;2020-04-10
06;09;0;2020-04-11
06;09;0;2020-04-12
06;09;0;2020-04-13
06;09;0;2020-04-14
06;09;0;2020-04-15
06;09;0;2020-04-16
06;09;0;2020-04-17
06;09;0;2020-04-18
06;09;0;2020-04-19
06;09;0;2020-04-20
06;09;0;2020-04-21
06;09;0;2020-04-22
06;09;0;2020-04-23
06;09;0;2020-04-24
06;09;0;2020-04-25
06;09;0;2020-04-26
06;09;0;2020-04-27
06;09;0;2020-04-28
06;09;0;2020-04-29
06;09;0;2020-04-30
06;09;0;2020-05-01
06;09;0;2020-05-02
06;09;0;2020-05-03
06;09;0;2020-05-04
06;09;0;2020-05-05
06;09;0;2020-05-06
06;09;0;2020-05-07
06;09;0;2020-05-08
06;09;0;2020-05-09
06;09;0;2020-05-10
06;09;0;2020-05-11
06;09;0;2020-05-12
06;09;0;2020-05-13
06;09;0;2020-05-14
06;09;0;2020-05-15
06;09;0;2020-05-16
06;09;0;2020-05-17
06;19;0;2020-03-06
06;19;0;2020-03-07
06;19;0;2020-03-08
06;19;0;2020-03-09
06;19;0;2020-03-10
06;19;0;2020-03-11
06;19;0;2020-03-12
06;19;0;2020-03-13
06;19;0;2020-03-14
06;19;0;2020-03-15
06;19;0;2020-03-16
06;19;0;2020-03-17
06;19;0;2020-03-18
06;19;0;2020-03-19
06;19;0;2020-03-20
06;19;0;2020-03-21
06;19;0;2020-03-22
06;19;0;2020-03-23
06;19;0;2020-03-24
06;19;0;2020-03-25
06;19;0;2020-03-26
06;19;0;2020-03-27
06;19;0;2020-03-28
06;19;0;2020-03-29
06;19;0;2020-03-30
06;19;0;2020-03-31
06;19;0;2020-04-01
06;19;0;2020-04-02
06;19;0;2020-04-03
06;19;0;2020-04-04
06;19;0;2020-04-05
06;19;0;2020-04-06
06;19;0;2020-04-07
06;19;0;2020-04-08
06;19;0;2020-04-09
06;19;0;2020-04-10
06;19;0;2020-04-11
06;19;0;2020-04-12
06;19;0;2020-04-13
06;19;0;2020-04-14
06;19;0;2020-04-15
06;19;0;2020-04-16
06;19;0;2020-04-17
06;19;0;2020-04-18
06;19;0;2020-04-19
06;19;0;2020-04-20
06;19;0;2020-04-21
06;19;0;2020-04-22
06;19;0;2020-04-23
06;19;0;2020-04-24
06;19;0;2020-04-25
06;19;0;2020-04-26
06;19;0;2020-04-27
06;19;0;2020-04-28
06;19;0;2020-04-29
06;19;0;2020-04-30
06;19;0;2020-05-01
06;19;0;2020-05-02
06;19;0;2020-05-03
06;19;0;2020-05-04
06;19;0;2020-05-05
06;19;0;2020-05-06
06;19;0;2020-05-07
06;19;0;2020-05-08
06;19;0;2020-05-09
06;19;0;2020-05-10
06;19;0;2020-05-11
06;19;0;2020-05-12
06;19;0;2020-05-13
06;19;0;2020-05-14
06;19;0;2020-05-15
06;19;0;2020-05-16
06;19;0;2020-05-17
06;29;0;2020-03-06
06;29;0;2020-03-07
06;29;0;2020-03-08
06;29;0;2020-03-09
06;29;0;2020-03-10
06;29;0;2020-03-11
06;29;0;2020-03-12
06;29;0;2020-03-13
06;29;0;2020-03-14
06;29;0;2020-03-15
06;29;0;2020-03-16
06;29;0;2020-03-17
06;29;0;2020-03-18
06;29;0;2020-03-19
06;29;0;2020-03-20
06;29;0;2020-03-21
06;29;0;2020-03-22
06;29;0;2020-03-23
06;29;0;2020-03-24
06;29;0;2020-03-25
06;29;0;2020-03-26
06;29;0;2020-03-27
06;29;0;2020-03-28
06;29;0;2020-03-29
06;29;0;2020-03-30
06;29;0;2020-03-31
06;29;0;2020-04-01
06;29;0;2020-04-02
06;29;0;2020-04-03
06;29;0;2020-04-04
06;29;0;2020-04-05
06;29;0;2020-04-06
06;29;0;2020-04-07
06;29;0;2020-04-08
06;29;0;2020-04-09
06;29;0;2020-04-10
06;29;0;2020-04-11
06;29;0;2020-04-12
06;29;0;2020-04-13
06;29;0;2020-04-14
06;29;0;2020-04-15
06;29;0;2020-04-16
06;29;0;2020-04-17
06;29;0;2020-04-18
06;29;0;2020-04-19
06;29;0;2020-04-20
06;29;0;2020-04-21
06;29;0;2020-04-22
06;29;0;2020-04-23
06;29;0;2020-04-24
06;29;0;2020-04-25
06;29;0;2020-04-26
06;29;0;2020-04-27
06;29;0;2020-04-28
06;29;0;2020-04-29
06;29;0;2020-04-30
06;29;0;2020-05-01
06;29;0;2020-05-02
06;29;0;2020-05-03
06;29;0;2020-05-04
06;29;0;2020-05-05
06;29;0;2020-05-06
06;29;0;2020-05-07
06;29;0;2020-05-08
06;29;0;2020-05-09
06;29;0;2020-05-10
06;29;0;2020-05-11
06;29;0;2020-05-12
06;29;0;2020-05-13
06;29;0;2020-05-14
06;29;0;2020-05-15
06;29;0;2020-05-16
06;29;0;2020-05-17
06;39;0;2020-03-06
06;39;0;2020-03-07
06;39;0;2020-03-08
06;39;0;2020-03-09
06;39;0;2020-03-10
06;39;0;2020-03-11
06;39;0;2020-03-12
06;39;0;2020-03-13
06;39;0;2020-03-14
06;39;0;2020-03-15
06;39;0;2020-03-16
06;39;0;2020-03-17
06;39;0;2020-03-18
06;39;0;2020-03-19
06;39;0;2020-03-20
06;39;0;2020-03-21
06;39;0;2020-03-22
06;39;0;2020-03-23
06;39;0;2020-03-24
06;39;0;2020-03-25
06;39;0;2020-03-26
06;39;0;2020-03-27
06;39;0;2020-03-28
06;39;0;2020-03-29
06;39;0;2020-03-30
06;39;0;2020-03-31
06;39;0;2020-04-01
06;39;0;2020-04-02
06;39;0;2020-04-03
06;39;0;2020-04-04
06;39;0;2020-04-05
06;39;1;2020-04-06
06;39;1;2020-04-07
06;39;1;2020-04-08
06;39;1;2020-04-09
06;39;1;2020-04-10
06;39;1;2020-04-11
06;39;1;2020-04-12
06;39;1;2020-04-13
06;39;1;2020-04-14
06;39;1;2020-04-15
06;39;1;2020-04-16
06;39;1;2020-04-17
06;39;1;2020-04-18
06;39;1;2020-04-19
06;39;1;2020-04-20
06;39;1;2020-04-21
06;39;1;2020-04-22
06;39;1;2020-04-23
06;39;1;2020-04-24
06;39;1;2020-04-25
06;39;1;2020-04-26
06;39;1;2020-04-27
06;39;1;2020-04-28
06;39;1;2020-04-29
06;39;1;2020-04-30
06;39;1;2020-05-01
06;39;1;2020-05-02
06;39;1;2020-05-03
06;39;1;2020-05-04
06;39;1;2020-05-05
06;39;1;2020-05-06
06;39;1;2020-05-07
06;39;1;2020-05-08
06;39;1;2020-05-09
06;39;1;2020-05-10
06;39;1;2020-05-11
06;39;1;2020-05-12
06;39;1;2020-05-13
06;39;1;2020-05-14
06;39;1;2020-05-15
06;39;1;2020-05-16
06;39;1;2020-05-17
06;49;0;2020-03-06
06;49;0;2020-03-07
06;49;0;2020-03-08
06;49;0;2020-03-09
06;49;0;2020-03-10
06;49;0;2020-03-11
06;49;0;2020-03-12
06;49;0;2020-03-13
06;49;0;2020-03-14
06;49;0;2020-03-15
06;49;0;2020-03-16
06;49;0;2020-03-17
06;49;0;2020-03-18
06;49;0;2020-03-19
06;49;0;2020-03-20
06;49;0;2020-03-21
06;49;0;2020-03-22
06;49;0;2020-03-23
06;49;0;2020-03-24
06;49;0;2020-03-25
06;49;0;2020-03-26
06;49;0;2020-03-27
06;49;0;2020-03-28
06;49;0;2020-03-29
06;49;1;2020-03-30
06;49;1;2020-03-31
06;49;1;2020-04-01
06;49;1;2020-04-02
06;49;1;2020-04-03
06;49;1;2020-04-04
06;49;1;2020-04-05
06;49;1;2020-04-06
06;49;1;2020-04-07
06;49;1;2020-04-08
06;49;1;2020-04-09
06;49;1;2020-04-10
06;49;1;2020-04-11
06;49;1;2020-04-12
06;49;1;2020-04-13
06;49;1;2020-04-14
06;49;1;2020-04-15
06;49;1;2020-04-16
06;49;1;2020-04-17
06;49;1;2020-04-18
06;49;1;2020-04-19
06;49;1;2020-04-20
06;49;1;2020-04-21
06;49;1;2020-04-22
06;49;1;2020-04-23
06;49;1;2020-04-24
06;49;1;2020-04-25
06;49;1;2020-04-26
06;49;1;2020-04-27
06;49;1;2020-04-28
06;49;1;2020-04-29
06;49;1;2020-04-30
06;49;1;2020-05-01
06;49;1;2020-05-02
06;49;1;2020-05-03
06;49;2;2020-05-04
06;49;2;2020-05-05
06;49;2;2020-05-06
06;49;2;2020-05-07
06;49;2;2020-05-08
06;49;2;2020-05-09
06;49;2;2020-05-10
06;49;2;2020-05-11
06;49;2;2020-05-12
06;49;2;2020-05-13
06;49;2;2020-05-14
06;49;2;2020-05-15
06;49;2;2020-05-16
06;49;2;2020-05-17
06;59;0;2020-03-06
06;59;0;2020-03-07
06;59;0;2020-03-08
06;59;0;2020-03-09
06;59;0;2020-03-10
06;59;0;2020-03-11
06;59;0;2020-03-12
06;59;0;2020-03-13
06;59;0;2020-03-14
06;59;0;2020-03-15
06;59;0;2020-03-16
06;59;0;2020-03-17
06;59;0;2020-03-18
06;59;0;2020-03-19
06;59;0;2020-03-20
06;59;0;2020-03-21
06;59;0;2020-03-22
06;59;0;2020-03-23
06;59;0;2020-03-24
06;59;0;2020-03-25
06;59;0;2020-03-26
06;59;0;2020-03-27
06;59;0;2020-03-28
06;59;0;2020-03-29
06;59;0;2020-03-30
06;59;0;2020-03-31
06;59;0;2020-04-01
06;59;0;2020-04-02
06;59;0;2020-04-03
06;59;0;2020-04-04
06;59;0;2020-04-05
06;59;0;2020-04-06
06;59;0;2020-04-07
06;59;0;2020-04-08
06;59;0;2020-04-09
06;59;0;2020-04-10
06;59;0;2020-04-11
